,Uid,rainfall_in
193,-159.36487_22.09652,70.1957321167
194,-159.36248_22.09615,68.1672973633
195,-159.35717_22.09665,64.4948120117
196,-159.40753_22.20912,65.2483825684
197,-159.40325_22.21157,63.0668373108
198,-159.34032_22.10461,54.7620925903
199,-159.49930_22.20367,83.3514938354
200,-159.49905_22.20387,81.4998092651
201,-159.33686_22.05424,47.74139785770001
202,-159.32935_22.09395,46.9914627075
203,-159.33028_22.09460,48.009475708000004
204,-159.32499_22.09766,45.5217628479
205,-159.32517_22.09772,45.5217628479
206,-159.38276_22.05533,69.7206497192
207,-159.38446_22.05494,70.44384765630001
208,-159.38390_22.05554,69.7206497192
209,-159.38328_22.05602,69.7206497192
210,-159.36963_22.05589,63.279804229700005
211,-159.36974_22.05605,63.279804229700005
212,-159.36800_22.05381,61.9087333679
213,-159.36656_22.05229,61.5946311951
214,-159.39200_22.06362,76.5364074707
215,-159.39409_22.06417,78.0012969971
216,-159.36981_22.05168,62.6071128845
217,-159.37133_22.05195,63.608726501499994
218,-159.38253_22.05678,69.7206497192
219,-159.38318_22.05747,69.7206497192
220,-159.38018_22.06055,69.5147399902
221,-159.38189_22.05964,70.1703109741
222,-159.31778_22.09234,42.594272613499996
223,-159.31893_22.09070,43.0220184326
224,-159.32256_22.09503,44.3833732605
225,-159.32705_22.09646,46.4196815491
226,-159.32449_22.09652,45.5217628479
227,-159.32348_22.09692,45.5217628479
228,-159.34561_22.10064,56.8510284424
229,-159.34505_22.10088,56.8510284424
230,-159.31636_22.09394,42.2565803528
231,-159.31663_22.09241,42.594272613499996
232,-159.31946_22.09375,43.5999336243
233,-159.31539_22.08435,41.3389282227
234,-159.33991_22.10113,54.105136871300004
235,-159.35617_22.09831,63.8303985596
236,-159.32741_22.08296,44.7767181396
237,-159.33347_22.10155,50.3708152771
238,-159.67518_22.10909,52.6795501709
239,-159.64594_22.13092,66.4583053589
240,-159.64517_22.13083,66.4583053589
241,-159.64728_22.12980,65.3078765869
242,-159.66082_22.12941,59.091129303
243,-159.37133_22.05750,64.69921875
244,-159.49573_22.20278,82.4639282227
245,-159.37455_22.10265,84.5498962402
246,-159.49987_22.20216,83.3514938354
247,-159.36942_22.05554,63.279804229700005
248,-159.36632_22.05243,61.5946311951
249,-159.36670_22.05271,61.5946311951
250,-159.39292_22.06166,75.8489151001
251,-159.39408_22.06240,78.0012969971
252,-159.39385_22.06442,78.84940338129998
253,-159.38154_22.05980,69.5147399902
254,-159.38436_22.05781,71.3897628784
255,-159.31832_22.06445,42.1440658569
256,-159.38134_22.07800,74.51230621339998
257,-159.35714_22.08599,60.7330093384
258,-159.36917_22.07545,65.80908966060001
259,-159.33657_22.05468,46.8750953674
260,-159.33743_22.05511,47.74139785770001
261,-159.33537_22.05574,46.959804534899995
262,-159.34085_22.05445,48.7351799011
263,-159.33900_22.05603,48.8851966858
264,-159.34735_22.05667,52.209602356000005
265,-159.34915_22.05873,53.6230049133
266,-159.34083_22.05893,49.0346603394
267,-159.34010_22.05954,49.0346603394
268,-159.34268_22.05918,50.1145591736
269,-159.34493_22.05949,51.258251190200006
270,-159.34476_22.05592,51.062442779499996
271,-159.34601_22.05557,52.209602356000005
272,-159.34593_22.05584,52.209602356000005
273,-159.34603_22.05751,52.426357269300006
274,-159.34148_22.05750,50.1145591736
275,-159.34253_22.05743,49.9408340454
276,-159.34267_22.05405,49.7642364502
277,-159.37341_22.05244,64.6197128296
278,-159.37670_22.05622,66.412651062
279,-159.37649_22.05837,66.8338012695
280,-159.37460_22.06057,66.1673812866
281,-159.39405_22.05852,76.5551986694
282,-159.36624_22.04887,61.295291900600006
283,-159.38296_22.05582,69.7206497192
284,-159.38478_22.05411,70.44384765630001
285,-159.36619_22.05963,62.6003417969
286,-159.67944_22.10005,50.8836631775
287,-159.66088_22.12004,58.143886566199996
288,-159.66299_22.12399,58.754314422600004
289,-159.64767_22.12911,65.236869812
290,-159.65310_22.13081,63.16223526
291,-159.38136_22.05622,68.5948867798
292,-159.49735_22.20595,81.1237564087
293,-159.37278_22.07677,69.0417022705
294,-159.35605_22.08612,59.424884796099995
295,-159.34464_22.06160,51.4297637939
296,-159.37598_22.05291,65.66849517819999
297,-159.37778_22.05488,67.0687713623
298,-159.37526_22.05399,65.9999084473
299,-159.37650_22.05459,65.9999084473
300,-159.37696_22.05473,65.9999084473
301,-159.38897_22.06074,74.51384735109998
302,-159.38768_22.06009,73.1829910278
303,-159.38369_22.05617,69.7206497192
304,-159.38400_22.05615,70.9156341553
305,-159.36674_22.05410,61.9087333679
306,-159.36690_22.05327,61.9087333679
307,-159.38713_22.05770,72.6228561401
308,-159.38750_22.05795,72.6228561401
309,-159.39477_22.06516,78.84940338129998
310,-159.37032_22.05185,62.6071128845
311,-159.37062_22.05231,63.608726501499994
312,-159.36965_22.05107,62.6071128845
313,-159.38288_22.05664,69.7206497192
314,-159.38336_22.05700,69.7206497192
315,-159.37983_22.06247,69.9983520508
316,-159.36038_22.07050,60.4349212646
317,-159.36167_22.06975,61.6180648804
318,-159.37197_22.07497,67.1516342163
319,-159.36293_22.07150,61.772724151599995
320,-159.36304_22.06606,61.259078979499996
321,-159.36183_22.06788,61.4578018188
322,-159.37362_22.09859,80.86219787599998
323,-159.37234_22.09701,76.69649505619999
324,-159.37365_22.09224,75.9395980835
325,-159.31729_22.06890,41.9953842163
326,-159.31788_22.06836,42.0830383301
327,-159.31818_22.06969,41.9953842163
328,-159.31867_22.06832,42.0830383301
329,-159.31870_22.06812,42.0830383301
330,-159.32096_22.07372,42.3494949341
331,-159.32022_22.07372,42.3494949341
332,-159.32264_22.08691,43.5279426575
333,-159.32925_22.09590,47.350463867200006
334,-159.33119_22.09582,48.3842468262
335,-159.31548_22.08934,41.7367248535
336,-159.31609_22.08885,41.5080871582
337,-159.31726_22.08820,42.0893058777
338,-159.31752_22.08352,41.8513679504
339,-159.31769_22.08473,41.9441757202
340,-159.31785_22.08505,41.9441757202
341,-159.31786_22.08611,41.9441757202
342,-159.31769_22.08494,41.9441757202
343,-159.31884_22.08542,42.6040000916
344,-159.32023_22.08865,42.7781600952
345,-159.32152_22.08817,43.5279426575
346,-159.31987_22.09025,43.0220184326
347,-159.31952_22.09010,43.0220184326
348,-159.31790_22.09240,42.594272613499996
349,-159.32351_22.09641,45.5217628479
350,-159.32409_22.09522,45.2046546936
351,-159.32623_22.09620,46.4196815491
352,-159.33121_22.09843,48.801109313999994
353,-159.32463_22.09703,45.5217628479
354,-159.34461_22.10086,56.8510284424
355,-159.31671_22.09296,42.594272613499996
356,-159.31575_22.09382,42.2565803528
357,-159.32526_22.08133,43.8191604614
358,-159.35741_22.09751,64.4948120117
359,-159.35512_22.09948,63.8303985596
360,-159.33108_22.08632,46.8221206665
361,-159.32952_22.08624,45.8553237915
362,-159.33572_22.10214,51.577201843299996
363,-159.33443_22.10041,50.3708152771
364,-159.33518_22.09981,51.0463943481
365,-159.33487_22.10171,51.577201843299996
366,-159.33495_22.10153,51.577201843299996
367,-159.33512_22.10084,51.577201843299996
368,-159.33690_22.10038,52.802406311000006
369,-159.33612_22.10062,51.577201843299996
370,-159.32245_22.09391,44.3833732605
371,-159.32207_22.09338,44.0671806335
372,-159.32096_22.09296,43.2931861877
373,-159.32317_22.09202,44.0671806335
374,-159.32348_22.09174,44.8813552856
375,-159.32083_22.09023,43.0220184326
376,-159.33146_22.09601,48.3842468262
377,-159.33166_22.09644,48.3842468262
378,-159.33163_22.09572,48.009475708000004
379,-159.33366_22.09987,49.874729156499995
380,-159.32742_22.09438,46.078769683800004
381,-159.32646_22.09399,46.078769683800004
382,-159.32439_22.10491,47.190101623500006
383,-159.30698_22.10490,41.679145813000005
384,-159.30500_22.10156,40.9693984985
385,-159.30555_22.10189,41.2506065369
386,-159.30666_22.10275,41.455619811999995
387,-159.30671_22.10305,41.455619811999995
388,-159.31668_22.13729,50.308956146199996
389,-159.30547_22.14472,44.2163391113
390,-159.30590_22.14508,44.2163391113
391,-159.31532_22.14653,48.813816070600005
392,-159.30529_22.13597,44.4749298096
393,-159.30764_22.13737,45.3377151489
394,-159.30517_22.13709,43.63098526
395,-159.30207_22.13665,42.9761314392
396,-159.30203_22.13743,42.9761314392
397,-159.30152_22.13626,42.9761314392
398,-159.55512_22.22285,88.30193328859998
399,-159.30545_22.13858,44.390586853
400,-159.30499_22.13873,43.5466804504
401,-159.30050_22.14169,42.363388061500004
402,-159.31717_22.15750,48.437812805200004
403,-159.31253_22.15811,45.6107749939
404,-159.30959_22.16612,42.4275360107
405,-159.33326_22.19321,44.927326202399996
406,-159.38321_22.20030,67.4015960693
407,-159.41464_22.21901,59.1991882324
408,-159.41088_22.20764,67.0703735352
409,-159.41040_22.20860,65.4421081543
410,-159.40485_22.21189,63.3812522888
411,-159.40566_22.21082,63.3812522888
412,-159.40739_22.21158,63.643775939899996
413,-159.41113_22.20673,67.2662963867
414,-159.42428_22.21842,59.9052963257
415,-159.40621_22.20377,68.13623046880001
416,-159.40119_22.21482,61.166145324700004
417,-159.40395_22.21025,64.6471328735
418,-159.40457_22.20846,64.9725646973
419,-159.40300_22.20200,69.3719024658
420,-159.40184_22.20194,69.0126419067
421,-159.40864_22.20752,66.8430480957
422,-159.40658_22.20820,66.8430480957
423,-159.40638_22.20813,66.55127716060001
424,-159.40783_22.20653,66.8430480957
425,-159.50532_22.20119,86.95400238040001
426,-159.55924_22.22302,89.30541992189998
427,-159.44435_22.22286,62.0675239563
428,-159.45393_22.22530,65.2244720459
429,-159.46329_22.22242,69.4127578735
430,-159.46735_22.18554,96.7348480225
431,-159.49562_22.20383,80.8119659424
432,-159.54660_22.21043,97.7280044556
433,-159.54603_22.22298,84.2783355713
434,-159.54785_22.22299,84.2783355713
435,-159.54750_22.22016,86.54349517819999
436,-159.54484_22.22035,85.7243881226
437,-159.67963_22.10601,51.3599205017
438,-159.67968_22.10211,51.068416595500004
439,-159.67759_22.10688,51.9210700989
440,-159.64967_22.12687,63.9602394104
441,-159.38137_22.05573,68.5948867798
442,-159.49686_22.20569,81.1237564087
443,-159.37336_22.07729,69.0417022705
444,-159.36567_22.08237,64.6305770874
445,-159.34403_22.06047,51.4297637939
446,-159.34289_22.06066,50.2659988403
447,-159.37584_22.05263,65.66849517819999
448,-159.37574_22.05297,65.66849517819999
449,-159.38878_22.06125,74.51384735109998
450,-159.38954_22.06165,74.51384735109998
451,-159.39076_22.06229,76.5364074707
452,-159.37173_22.05505,63.913166046099995
453,-159.37061_22.05565,64.30811309810001
454,-159.33631_22.08515,48.878944397
455,-159.35790_22.06791,59.1358146667
456,-159.37731_22.07090,70.2412719727
457,-159.37401_22.06889,67.7093963623
458,-159.50538_22.19937,86.95400238040001
459,-159.50570_22.20035,87.9194107056
460,-159.35865_22.09617,64.4948120117
461,-159.40711_22.21003,65.2483825684
462,-159.40445_22.21082,63.3812522888
463,-159.40485_22.20995,64.9725646973
464,-159.36107_22.07193,60.5629043579
465,-159.37489_22.06502,66.9565963745
466,-159.37536_22.10255,87.45217132569998
467,-159.36987_22.09714,74.436340332
468,-159.40512_22.20708,66.55127716060001
469,-159.40575_22.20744,66.55127716060001
470,-159.50095_22.20265,83.3514938354
471,-159.34134_22.10479,56.9106750488
472,-159.32962_22.09704,47.350463867200006
473,-159.49886_22.20401,81.4998092651
474,-159.49766_22.20295,82.87220001219998
475,-159.35450_22.07874,57.310417175299996
476,-159.33027_22.09667,48.3842468262
477,-159.33629_22.04731,46.5830802917
478,-159.33671_22.05364,46.8750953674
479,-159.33536_22.05539,46.959804534899995
480,-159.33559_22.05530,46.959804534899995
481,-159.33807_22.05504,47.74139785770001
482,-159.33882_22.05380,47.74139785770001
483,-159.34078_22.05330,48.7351799011
484,-159.33831_22.05773,47.9862136841
485,-159.34184_22.05959,50.1145591736
486,-159.34316_22.05808,50.1145591736
487,-159.34374_22.05895,51.258251190200006
488,-159.34623_22.05813,52.426357269300006
489,-159.34348_22.05764,50.1145591736
490,-159.34191_22.05672,49.9408340454
491,-159.34241_22.05639,49.9408340454
492,-159.37211_22.05607,64.30811309810001
493,-159.37871_22.05679,67.4851913452
494,-159.37634_22.05896,66.8338012695
495,-159.37617_22.05818,66.8338012695
496,-159.37569_22.05808,66.8338012695
497,-159.37693_22.05754,66.8338012695
498,-159.37716_22.05761,66.8338012695
499,-159.37725_22.05776,67.9123687744
500,-159.37893_22.05686,67.4851913452
501,-159.36574_22.04827,60.022380828900005
502,-159.37516_22.05256,65.66849517819999
503,-159.36850_22.07536,65.80908966060001
504,-159.36524_22.04809,60.022380828900005
505,-159.36743_22.05022,61.295291900600006
506,-159.36666_22.04966,61.295291900600006
507,-159.38346_22.05469,69.2756347656
508,-159.37448_22.05475,64.9414138794
509,-159.37447_22.05422,64.9414138794
510,-159.36016_22.06914,60.4349212646
511,-159.37644_22.07040,68.9691238403
512,-159.37357_22.06906,67.7093963623
513,-159.37111_22.07389,67.1516342163
514,-159.37095_22.07464,67.1516342163
515,-159.36921_22.07276,65.5139923096
516,-159.36328_22.06538,61.259078979499996
517,-159.36390_22.06773,62.6096420288
518,-159.31780_22.06697,42.0830383301
519,-159.31852_22.06588,42.1440658569
520,-159.31872_22.06926,41.9953842163
521,-159.31923_22.07098,42.436279296900004
522,-159.31977_22.07439,42.3494949341
523,-159.32154_22.08644,43.334114074700004
524,-159.32258_22.08743,43.5279426575
525,-159.32884_22.09675,47.350463867200006
526,-159.33015_22.09919,48.801109313999994
527,-159.34274_22.09960,54.7854118347
528,-159.33779_22.09188,50.9256477356
529,-159.34165_22.09126,53.2725257874
530,-159.34123_22.09025,51.7210960388
531,-159.34292_22.09151,53.2725257874
532,-159.33941_22.09988,53.496799468999995
533,-159.33923_22.09985,53.496799468999995
534,-159.33888_22.09955,52.2359428406
535,-159.32898_22.09504,46.9914627075
536,-159.31895_22.08605,42.6040000916
537,-159.33082_22.09645,48.3842468262
538,-159.33119_22.09493,48.009475708000004
539,-159.31429_22.08878,41.5080871582
540,-159.31639_22.08941,41.7367248535
541,-159.31577_22.08867,41.5080871582
542,-159.31864_22.08659,41.9441757202
543,-159.32082_22.08784,42.7781600952
544,-159.31887_22.09014,43.0220184326
545,-159.31894_22.09215,43.2931861877
546,-159.32371_22.08912,44.585430145299995
547,-159.32628_22.09709,46.4196815491
548,-159.32592_22.09694,46.4196815491
549,-159.34070_22.10053,54.105136871300004
550,-159.31746_22.09342,42.594272613499996
551,-159.31643_22.09327,41.9784202576
552,-159.32079_22.09496,43.5999336243
553,-159.31480_22.08451,41.3887710571
554,-159.31509_22.08430,41.3389282227
555,-159.34054_22.10211,54.105136871300004
556,-159.32492_22.08178,43.8191604614
557,-159.32553_22.08172,44.643753051800005
558,-159.35750_22.09714,64.4948120117
559,-159.35799_22.09750,64.4948120117
560,-159.35546_22.10046,64.872833252
561,-159.35697_22.10038,64.872833252
562,-159.33458_22.10202,51.577201843299996
563,-159.33387_22.10167,50.3708152771
564,-159.33406_22.10123,50.3708152771
565,-159.33799_22.10039,52.802406311000006
566,-159.33530_22.10169,51.577201843299996
567,-159.33537_22.10147,51.577201843299996
568,-159.33623_22.10038,51.577201843299996
569,-159.32299_22.09194,44.0671806335
570,-159.32232_22.09136,44.0671806335
571,-159.33183_22.09700,48.3842468262
572,-159.33344_22.09719,49.4380722046
573,-159.33363_22.09461,49.0477561951
574,-159.33343_22.09619,49.4380722046
575,-159.33361_22.09619,49.4380722046
576,-159.33221_22.10030,49.2740325928
577,-159.32731_22.09507,46.078769683800004
578,-159.32580_22.09447,46.078769683800004
579,-159.32519_22.09266,44.8813552856
580,-159.32559_22.09287,45.7554092407
581,-159.32698_22.09450,46.078769683800004
582,-159.32762_22.09476,46.078769683800004
583,-159.32640_22.09525,46.078769683800004
584,-159.32707_22.09347,45.7554092407
585,-159.32897_22.09374,46.9914627075
586,-159.32544_22.10578,47.190101623500006
587,-159.30728_22.10523,41.679145813000005
588,-159.30312_22.10108,40.9693984985
589,-159.30331_22.10119,40.9693984985
590,-159.30532_22.14521,44.2163391113
591,-159.30746_22.14474,44.2163391113
592,-159.30470_22.13451,43.6621513367
593,-159.30249_22.13444,43.021770477299995
594,-159.30225_22.13575,43.021770477299995
595,-159.30162_22.14003,42.9310798645
596,-159.55665_22.22318,88.30193328859998
597,-159.30354_22.14037,43.5466804504
598,-159.30086_22.14069,42.9310798645
599,-159.30015_22.14202,42.363388061500004
600,-159.30113_22.14226,42.882656097399995
601,-159.30558_22.15849,43.0978736877
602,-159.31861_22.16671,45.7050895691
603,-159.33593_22.20096,45.188953399700004
604,-159.33353_22.19219,45.172565460200005
605,-159.33154_22.19248,44.4666862488
606,-159.37895_22.19548,70.181137085
607,-159.38772_22.19579,72.06800842289998
608,-159.40906_22.20762,67.0703735352
609,-159.40920_22.20886,65.4421081543
610,-159.40958_22.20918,65.4421081543
611,-159.40966_22.21022,65.4421081543
612,-159.41016_22.20959,65.4421081543
613,-159.40531_22.21177,63.3812522888
614,-159.42449_22.21937,59.9052963257
615,-159.42425_22.21795,59.9052963257
616,-159.40595_22.20383,68.13623046880001
617,-159.40475_22.20362,69.7086868286
618,-159.40399_22.20783,66.2214202881
619,-159.40291_22.20710,66.2214202881
620,-159.40764_22.20855,65.2483825684
621,-159.40592_22.20753,66.55127716060001
622,-159.40735_22.20688,66.8430480957
623,-159.40336_22.20666,66.2214202881
624,-159.50441_22.20135,86.95400238040001
625,-159.50180_22.20157,84.0475540161
626,-159.56209_22.22140,94.3353881836
627,-159.40830_22.21392,61.9933166504
628,-159.42912_22.21362,63.7307128906
629,-159.44238_22.22300,61.356678009
630,-159.49657_22.21204,76.98778533939999
631,-159.49704_22.20637,79.60061645509998
632,-159.49647_22.20726,79.3613739014
633,-159.54718_22.20804,99.62069702149999
634,-159.54464_22.21093,94.4301681519
635,-159.54618_22.22173,86.54349517819999
636,-159.54659_22.22265,84.2783355713
637,-159.54564_22.22178,83.5140991211
638,-159.54792_22.22141,86.54349517819999
639,-159.55696_22.22414,86.01342010499998
640,-159.36982_22.05407,62.9187698364
641,-159.32214_22.06555,43.014976501499994
642,-159.36090_22.07060,60.4349212646
643,-159.37748_22.06915,70.2412719727
644,-159.38035_22.06920,71.56159973140001
645,-159.32119_22.06840,42.996032714799995
646,-159.54526_22.22062,85.7243881226
647,-159.37868_22.06961,70.2412719727
648,-159.33604_22.05334,46.8750953674
649,-159.32263_22.09456,44.3833732605
650,-159.55138_22.22228,86.17420959469999
651,-159.54874_22.22108,87.40419769290001
652,-159.54629_22.22111,86.54349517819999
653,-159.36122_22.09852,67.4178695679
654,-159.33037_22.10003,48.801109313999994
655,-159.43026_22.21329,63.7307128906
656,-159.45498_22.22557,65.2244720459
657,-159.49630_22.20853,78.0261306763
658,-159.55499_22.20420,105.732795715
659,-159.54061_22.21319,90.1176605225
660,-159.54912_22.21020,99.1289596558
661,-159.34243_22.05912,50.1145591736
662,-159.37504_22.05297,65.66849517819999
663,-159.38853_22.06201,75.14752960209998
664,-159.38964_22.06139,74.51384735109998
665,-159.38618_22.05949,71.3897628784
666,-159.38671_22.05982,73.1829910278
667,-159.36870_22.05117,62.6071128845
668,-159.36814_22.05178,61.5946311951
669,-159.38305_22.05495,69.2756347656
670,-159.38417_22.05490,70.44384765630001
671,-159.38821_22.05787,72.6228561401
672,-159.37052_22.05337,63.913166046099995
673,-159.36960_22.05307,62.9187698364
674,-159.36938_22.05163,62.6071128845
675,-159.36996_22.05118,62.6071128845
676,-159.38320_22.05659,69.7206497192
677,-159.38257_22.05908,70.1703109741
678,-159.38250_22.05924,70.1703109741
679,-159.38142_22.05794,69.03135681149999
680,-159.38829_22.05617,72.121887207
681,-159.37680_22.06449,68.1195602417
682,-159.40743_22.21097,63.643775939899996
683,-159.40264_22.21078,63.0668373108
684,-159.40470_22.20983,64.9725646973
685,-159.39192_22.05610,74.6451873779
686,-159.37420_22.06317,66.5675048828
687,-159.36138_22.07210,60.5629043579
688,-159.37372_22.06362,66.5675048828
